"URI","SAMEAS1","SAMEAS2","NAME1","NAME2","NAME3","DOCURI1","DOCTITLE1","DOCURI2","DOCTITLE2","DOCURI3","DOCTITLE3","DOCURI4","DOCTITLE4","RUNDATETIME"
"http://dbpedia.org/resource/Aemilianus",,,"Aemilian","Marcus Aemilius Aemilianus",,"http://en.wikipedia.org/wiki/Aemilianus","Aemilianus","http://finds.org.uk/romancoins/emperors/emperor/id/39","Profile for Emperor: Aemilian","http://www.roman-emperors.org/aemaem.htm","Marcus Aemilius Aemilianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Aemilianus","Photos for DBpedia.org resource Aemilianus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexander_(Byzantine_emperor)",,,"Alexander III",,,"http://en.wikipedia.org/wiki/Alexander_(Byzantine_emperor)","Alexander (Byzantine emperor)","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2012","Profile for Emperor: Alexander III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexander_(Byzantine_emperor)","Photos for DBpedia.org resource Alexander_(Byzantine_emperor)",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexander_Severus","http://viaf.org/viaf/50018342",,"Alexander Severus",,,"http://en.wikipedia.org/wiki/Alexander_Severus","Alexander Severus","http://finds.org.uk/romancoins/emperors/emperor/id/36","Profile for Emperor: Alexander Severus","http://www.roman-emperors.org/alexsev.htm","Severus Alexander","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexander_Severus","Photos for DBpedia.org resource Alexander_Severus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexios_III_Angelos",,,"Alexios III",,,"http://en.wikipedia.org/wiki/Alexios_III_Angelos","Alexios III Angelos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2044","Profile for Emperor: Alexios III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexios_III_Angelos","Photos for DBpedia.org resource Alexios_III_Angelos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexios_II_Komnenos",,,"Alexios II Komnenos","Alexius II Comnenus",,"http://en.wikipedia.org/wiki/Alexios_II_Komnenos","Alexios II Komnenos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2040","Profile for Emperor: Alexios II Komnenos","http://www.roman-emperors.org/alexiicom.htm","Alexius II Comnenus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexios_II_Komnenos","Photos for DBpedia.org resource Alexios_II_Komnenos","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexios_IV_Angelos",,,"Alexios IV",,,"http://en.wikipedia.org/wiki/Alexios_IV_Angelos","Alexios IV Angelos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexios_IV_Angelos","Photos for DBpedia.org resource Alexios_IV_Angelos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexios_I_Komnenos",,,"Alexios I Komnenos",,,"http://en.wikipedia.org/wiki/Alexios_I_Komnenos","Alexios I Komnenos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2037","Profile for Emperor: Alexios I Komnenos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexios_I_Komnenos","Photos for DBpedia.org resource Alexios_I_Komnenos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Alexios_V_Doukas",,,"Alexios V",,,"http://en.wikipedia.org/wiki/Alexios_V_Doukas","Alexios V Doukas","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Alexios_V_Doukas","Photos for DBpedia.org resource Alexios_V_Doukas",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Allectus","http://viaf.org/viaf/232344001",,"Allectus",,,"http://en.wikipedia.org/wiki/Allectus","Allectus","http://finds.org.uk/romancoins/emperors/emperor/id/40","Profile for Emperor: Allectus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Allectus","Photos for DBpedia.org resource Allectus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Anastasios_II",,,"Anastasios II","Anastasius II",,"http://en.wikipedia.org/wiki/Anastasios_II","Anastasios II","http://www.roman-emperors.org/anastasii.htm","Anastasius II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Anastasios_II","Photos for DBpedia.org resource Anastasios_II",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Anastasius_I_(emperor)",,,"Anastasius","Anastasius I",,"http://en.wikipedia.org/wiki/Anastasius_I_(emperor)","Anastasius I (emperor)","http://finds.org.uk/byzantinecoins/rulers/ruler/id/1974","Profile for Emperor: Anastasius I","http://www.roman-emperors.org/anastasi.htm","Anastasius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Anastasius_I_(emperor)","Photos for DBpedia.org resource Anastasius_I_(emperor)","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Andronikos_III_Palaiologos",,,"Andronikos III",,,"http://en.wikipedia.org/wiki/Andronikos_III_Palaiologos","Andronikos III Palaiologos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2064","Profile for Emperor: Andronikos III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Andronikos_III_Palaiologos","Photos for DBpedia.org resource Andronikos_III_Palaiologos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Andronikos_II_Palaiologos",,,"Andronikos II",,,"http://en.wikipedia.org/wiki/Andronikos_II_Palaiologos","Andronikos II Palaiologos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Andronikos_II_Palaiologos","Photos for DBpedia.org resource Andronikos_II_Palaiologos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Andronikos_IV_Palaiologos",,,"Andronikos IV",,,"http://en.wikipedia.org/wiki/Andronikos_IV_Palaiologos","Andronikos IV Palaiologos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Andronikos_IV_Palaiologos","Photos for DBpedia.org resource Andronikos_IV_Palaiologos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Andronikos_I_Komnenos",,,"Andronicus I Comnenus","Andronikos I Komnenos",,"http://en.wikipedia.org/wiki/Andronikos_I_Komnenos","Andronikos I Komnenos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2041","Profile for Emperor: Andronikos I Komnenos","http://www.roman-emperors.org/andycomn.htm","Andronicus I Comnenus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Andronikos_I_Komnenos","Photos for DBpedia.org resource Andronikos_I_Komnenos","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Andronikos_V_Palaiologos",,,"Andronikos V",,,"http://en.wikipedia.org/wiki/Andronikos_V_Palaiologos","Andronikos V Palaiologos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2069","Profile for Emperor: Andronikos V","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Andronikos_V_Palaiologos","Photos for DBpedia.org resource Andronikos_V_Palaiologos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Anthemius","http://viaf.org/viaf/121663544",,"Anthemius",,,"http://en.wikipedia.org/wiki/Anthemius","Anthemius","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2176","Profile for Emperor: Anthemius","http://www.roman-emperors.org/anthemiu.htm","Anthemius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Anthemius","Photos for DBpedia.org resource Anthemius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Antoninus_Pius","http://nomisma.org/id/antoninus_pius","http://viaf.org/viaf/62833890","Antoninus Pius",,,"http://en.wikipedia.org/wiki/Antoninus_Pius","Antoninus Pius","http://finds.org.uk/romancoins/emperors/emperor/id/5","Profile for Emperor: Antoninus Pius","http://www.roman-emperors.org/tonypis.htm","Antoninus Pius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Antoninus_Pius","Photos for DBpedia.org resource Antoninus_Pius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Arcadius","http://viaf.org/viaf/5728388",,"Arcadius",,,"http://en.wikipedia.org/wiki/Arcadius","Arcadius","http://finds.org.uk/romancoins/emperors/emperor/id/85","Profile for Emperor: Arcadius","http://www.roman-emperors.org/arcadius.htm","Arcadius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Arcadius","Photos for DBpedia.org resource Arcadius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Areobindus_Dagalaiphus_Areobindus",,,"Areobindus",,,"http://en.wikipedia.org/wiki/Areobindus_Dagalaiphus_Areobindus","Areobindus Dagalaiphus Areobindus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Areobindus_Dagalaiphus_Areobindus","Photos for DBpedia.org resource Areobindus_Dagalaiphus_Areobindus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Artabasdos",,,"Artabasdos",,,"http://en.wikipedia.org/wiki/Artabasdos","Artabasdos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Artabasdos","Photos for DBpedia.org resource Artabasdos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Augustus","http://nomisma.org/id/augustus","http://viaf.org/viaf/18013086","Augustus","Gaius Julius Caesar Octavianus",,"http://en.wikipedia.org/wiki/Augustus","Augustus","http://finds.org.uk/romancoins/emperors/emperor/id/1","Profile for Emperor: Augustus","http://www.roman-emperors.org/auggie.htm","Augustus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Augustus","Photos for DBpedia.org resource Augustus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Aurelian","http://viaf.org/viaf/77109448",,"Aurelian","Lucius Domitius Aurelianus",,"http://en.wikipedia.org/wiki/Aurelian","Aurelian","http://finds.org.uk/romancoins/emperors/emperor/id/41","Profile for Emperor: Aurelian","http://www.roman-emperors.org/aurelian.htm","Lucius Domitius Aurelianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Aurelian","Photos for DBpedia.org resource Aurelian","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Aureolus",,,"Aureolus",,,"http://en.wikipedia.org/wiki/Aureolus","Aureolus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Aureolus","Photos for DBpedia.org resource Aureolus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Avidius_Cassius","http://viaf.org/viaf/50622155",,"Avidius Cassius",,,"http://en.wikipedia.org/wiki/Avidius_Cassius","Avidius Cassius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Avidius_Cassius","Photos for DBpedia.org resource Avidius_Cassius",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Avitus","http://viaf.org/viaf/89202786",,"Avitus","Eparchius Avitus",,"http://en.wikipedia.org/wiki/Avitus","Avitus","http://finds.org.uk/romancoins/emperors/emperor/id/2171","Profile for Emperor: Avitus","http://www.roman-emperors.org/avitus.htm","Eparchius Avitus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Avitus","Photos for DBpedia.org resource Avitus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Basil_II",,,"Basil II",,,"http://en.wikipedia.org/wiki/Basil_II","Basil II","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2017","Profile for Emperor: Basil II","http://www.roman-emperors.org/basilii.htm","Basil II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Basil_II","Photos for DBpedia.org resource Basil_II","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Basil_I_the_Macedonian",,,"Basil I",,,"http://en.wikipedia.org/wiki/Basil_I_the_Macedonian","Basil I the Macedonian","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2010","Profile for Emperor: Basil I","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Basil_I_the_Macedonian","Photos for DBpedia.org resource Basil_I_the_Macedonian",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Basiliscus",,,"Basiliscus",,,"http://en.wikipedia.org/wiki/Basiliscus","Basiliscus","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2184","Profile for Emperor: Basiliscus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Basiliscus","Photos for DBpedia.org resource Basiliscus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Bonosus_(usurper)",,,"Bonosus",,,"http://en.wikipedia.org/wiki/Bonosus_(usurper)","Bonosus (usurper)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Bonosus_(usurper)","Photos for DBpedia.org resource Bonosus_(usurper)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Caligula","http://nomisma.org/id/gaius","http://viaf.org/viaf/59052351","Caligula","Gaius","Gaius Caesar Augustus Germanicus","http://en.wikipedia.org/wiki/Caligula","Caligula","http://finds.org.uk/romancoins/emperors/emperor/id/2","Profile for Emperor: Caligula","http://www.roman-emperors.org/gaius.htm","Gaius Caesar Augustus Germanicus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Caligula","Photos for DBpedia.org resource Caligula","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Caracalla","http://nomisma.org/id/caracalla","http://viaf.org/viaf/88672215"," Marcus Aurelius Antoninus","Caracalla","Lucius Septimius Bassianus","http://en.wikipedia.org/wiki/Caracalla","Caracalla","http://finds.org.uk/romancoins/emperors/emperor/id/29","Profile for Emperor: Caracalla","http://www.roman-emperors.org/caracala.htm","Lucius Septimius Bassianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Caracalla","Photos for DBpedia.org resource Caracalla","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Carausius","http://viaf.org/viaf/232298846",,"Carausius",,,"http://en.wikipedia.org/wiki/Carausius","Carausius","http://finds.org.uk/romancoins/emperors/emperor/id/43","Profile for Emperor: Carausius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Carausius","Photos for DBpedia.org resource Carausius",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Carinus","http://viaf.org/viaf/89202679",,"Carinus",,,"http://en.wikipedia.org/wiki/Carinus","Carinus","http://finds.org.uk/romancoins/emperors/emperor/id/44","Profile for Emperor: Carinus","http://www.roman-emperors.org/carinus.htm","Carinus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Carinus","Photos for DBpedia.org resource Carinus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Carus",,,"Carus",,,"http://en.wikipedia.org/wiki/Carus","Carus","http://finds.org.uk/romancoins/emperors/emperor/id/45","Profile for Emperor: Carus","http://www.roman-emperors.org/carus.htm","Carus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Carus","Photos for DBpedia.org resource Carus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Claudius","http://nomisma.org/id/claudius","http://viaf.org/viaf/87172361","Claudius","Ti. Claudius Nero Germanicus",,"http://en.wikipedia.org/wiki/Claudius","Claudius","http://finds.org.uk/romancoins/emperors/emperor/id/3","Profile for Emperor: Claudius","http://www.roman-emperors.org/claudius.htm","Ti. Claudius Nero Germanicus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Claudius","Photos for DBpedia.org resource Claudius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Claudius_Gothicus","http://viaf.org/viaf/27874193",," Claudius II","Claudius Gothicus","M. Aurelius Claudius","http://en.wikipedia.org/wiki/Claudius_Gothicus","Claudius Gothicus","http://finds.org.uk/romancoins/emperors/emperor/id/46","Profile for Emperor: Claudius Gothicus","http://www.roman-emperors.org/claudgot.htm","M. Aurelius Claudius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Claudius_Gothicus","Photos for DBpedia.org resource Claudius_Gothicus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Clodius_Albinus","http://nomisma.org/id/clodius_albinus","http://viaf.org/viaf/60152178","Clodius Albinus",,,"http://en.wikipedia.org/wiki/Clodius_Albinus","Clodius Albinus","http://finds.org.uk/romancoins/emperors/emperor/id/26","Profile for Emperor: Clodius Albinus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Clodius_Albinus","Photos for DBpedia.org resource Clodius_Albinus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Comentiolus_(brother_of_Phocas)",,,"Comentiolus",,,"http://en.wikipedia.org/wiki/Comentiolus_(brother_of_Phocas)","Comentiolus (brother of Phocas)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Comentiolus_(brother_of_Phocas)","Photos for DBpedia.org resource Comentiolus_(brother_of_Phocas)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Commodus","http://nomisma.org/id/commodus","http://viaf.org/viaf/23502412","Commodus","Marcus Aurelius Commodus Antoninus",,"http://en.wikipedia.org/wiki/Commodus","Commodus","http://finds.org.uk/romancoins/emperors/emperor/id/23","Profile for Emperor: Commodus","http://www.roman-emperors.org/commod.htm","Marcus Aurelius Commodus Antoninus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Commodus","Photos for DBpedia.org resource Commodus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constans","http://viaf.org/viaf/197970721",,"Constans I","Flavius Julius Constans",,"http://en.wikipedia.org/wiki/Constans","Constans","http://finds.org.uk/romancoins/emperors/emperor/id/86","Profile for Emperor: Constans I","http://www.roman-emperors.org/consi.htm","Flavius Julius Constans","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constans","Photos for DBpedia.org resource Constans","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constans_II",,,"Constans II",,,"http://en.wikipedia.org/wiki/Constans_II","Constans II","http://www.roman-emperors.org/Constan2.htm","Constans II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constans_II","Photos for DBpedia.org resource Constans_II",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constans_II_(usurper)",,,,,,"http://en.wikipedia.org/wiki/Constans_II_(usurper)","Constans II (usurper)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constans_II_(usurper)","Photos for DBpedia.org resource Constans_II_(usurper)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_III_(Byzantine_emperor)",,,"Constantine III",,,"http://en.wikipedia.org/wiki/Constantine_III_(Byzantine_emperor)","Constantine III (Byzantine emperor)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_III_(Byzantine_emperor)","Photos for DBpedia.org resource Constantine_III_(Byzantine_emperor)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_III_(usurper)",,,"Constantine III",,,"http://en.wikipedia.org/wiki/Constantine_III_(usurper)","Constantine III (usurper)","http://finds.org.uk/romancoins/emperors/emperor/id/98","Profile for Emperor: Constantine III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_III_(usurper)","Photos for DBpedia.org resource Constantine_III_(usurper)",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_II_(emperor)","http://viaf.org/viaf/82697127",,"Constantine II","Flavius Claudius Constantinus",,"http://en.wikipedia.org/wiki/Constantine_II_(emperor)","Constantine II (emperor)","http://finds.org.uk/romancoins/emperors/emperor/id/97","Profile for Emperor: Constantine II","http://www.roman-emperors.org/conii.htm","Flavius Claudius Constantinus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_II_(emperor)","Photos for DBpedia.org resource Constantine_II_(emperor)","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_IV",,,"Constantine IV",,,"http://en.wikipedia.org/wiki/Constantine_IV","Constantine IV","http://www.roman-emperors.org/Constiv.htm","Constantine IV","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_IV","Photos for DBpedia.org resource Constantine_IV",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_IX_Monomachos",,,"Constantine IX",,,"http://en.wikipedia.org/wiki/Constantine_IX_Monomachos","Constantine IX Monomachos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2024","Profile for Emperor: Constantine IX","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_IX_Monomachos","Photos for DBpedia.org resource Constantine_IX_Monomachos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_Laskaris",,,"Contantine (XI)",,,"http://en.wikipedia.org/wiki/Constantine_Laskaris","Constantine Laskaris","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_Laskaris","Photos for DBpedia.org resource Constantine_Laskaris",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_V",,,"Constantine V","Constantine V Copronymus",,"http://en.wikipedia.org/wiki/Constantine_V","Constantine V","http://www.roman-emperors.org/constanv.htm","Constantine V Copronymus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_V","Photos for DBpedia.org resource Constantine_V",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_VI",,,"Constantine VI","Constantine Vi",,"http://en.wikipedia.org/wiki/Constantine_VI","Constantine VI","http://www.roman-emperors.org/irene.htm","Constantine Vi","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_VI","Photos for DBpedia.org resource Constantine_VI",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_VII",,,"Constantine VII",,,"http://en.wikipedia.org/wiki/Constantine_VII","Constantine VII","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_VII","Photos for DBpedia.org resource Constantine_VII",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_VIII",,,"Constantine VIII",,,"http://en.wikipedia.org/wiki/Constantine_VIII","Constantine VIII","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2018","Profile for Emperor: Constantine VIII","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_VIII","Photos for DBpedia.org resource Constantine_VIII",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_XI_Palaiologos",,,"Constantine XI",,,"http://en.wikipedia.org/wiki/Constantine_XI_Palaiologos","Constantine XI Palaiologos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2074","Profile for Emperor: Constantine XI","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_XI_Palaiologos","Photos for DBpedia.org resource Constantine_XI_Palaiologos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_X_Doukas",,,"Constantine X Doukas",,,"http://en.wikipedia.org/wiki/Constantine_X_Doukas","Constantine X Doukas","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2028","Profile for Emperor: Constantine X Doukas","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_X_Doukas","Photos for DBpedia.org resource Constantine_X_Doukas",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Constantine_the_Great","http://viaf.org/viaf/97746098",,"Constantine I","Flavius Valerius Constantinus",,"http://en.wikipedia.org/wiki/Constantine_the_Great","Constantine the Great","http://finds.org.uk/romancoins/emperors/emperor/id/96","Profile for Emperor: Constantine I","http://www.roman-emperors.org/conniei.htm","Flavius Valerius Constantinus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Constantine_the_Great","Photos for DBpedia.org resource Constantine_the_Great","2014-01-22T12:06:09-06:00"
